method,horizon,split,calendar,period_end,period_return
ridge,1h,train,month,2020-12-31 00:00:00+00:00,0.2332057818203106
ridge,1h,train,month,2021-01-31 00:00:00+00:00,0.29160114054444364
ridge,1h,train,month,2021-02-28 00:00:00+00:00,0.005956894947255265
ridge,1h,train,month,2021-03-31 00:00:00+00:00,0.08039685050001566
ridge,1h,train,month,2021-04-30 00:00:00+00:00,0.0243471821503074
ridge,1h,train,month,2021-05-31 00:00:00+00:00,-0.027068375662633204
ridge,1h,train,month,2021-06-30 00:00:00+00:00,0.047230110209508736
ridge,1h,train,month,2021-07-31 00:00:00+00:00,0.04665566654355713
ridge,1h,train,month,2021-08-31 00:00:00+00:00,-0.10761814860564278
ridge,1h,train,month,2021-09-30 00:00:00+00:00,-0.03286446285965017
ridge,1h,train,month,2021-10-31 00:00:00+00:00,-0.16265097300645703
ridge,1h,train,month,2021-11-30 00:00:00+00:00,0.12696135977432776
ridge,1h,train,month,2021-12-31 00:00:00+00:00,0.04950745107705634
ridge,1h,train,month,2022-01-31 00:00:00+00:00,-0.14917445292995624
ridge,1h,train,month,2022-02-28 00:00:00+00:00,0.027996187776102133
ridge,1h,train,month,2022-03-31 00:00:00+00:00,-0.08345369241189227
ridge,1h,train,month,2022-04-30 00:00:00+00:00,0.11479511767686401
ridge,1h,train,month,2022-05-31 00:00:00+00:00,0.18288311296418525
ridge,1h,train,month,2022-06-30 00:00:00+00:00,0.20437283630443082
ridge,1h,train,month,2022-07-31 00:00:00+00:00,-0.11326003771800797
ridge,1h,train,month,2022-08-31 00:00:00+00:00,-0.034514048023991606
ridge,1h,train,month,2022-09-30 00:00:00+00:00,-0.03578655497605787
ridge,1h,train,month,2022-10-31 00:00:00+00:00,-0.012533792399413324
ridge,1h,train,month,2022-11-30 00:00:00+00:00,-0.04827883343252248
ridge,1h,train,month,2022-12-31 00:00:00+00:00,-0.049732578542636574
ridge,1h,train,month,2023-01-31 00:00:00+00:00,-0.03419287643494118
ridge,1h,train,month,2023-02-28 00:00:00+00:00,0.0782665416227224
ridge,1h,train,month,2023-03-31 00:00:00+00:00,-0.01180632752936639
ridge,1h,train,month,2023-04-30 00:00:00+00:00,-0.05257838127526837
ridge,1h,train,month,2023-05-31 00:00:00+00:00,-0.005551706563012959
ridge,1h,train,month,2023-06-30 00:00:00+00:00,0.04080322355118127
ridge,1h,train,month,2023-07-31 00:00:00+00:00,-0.04653450229204348
ridge,1h,train,month,2023-08-31 00:00:00+00:00,0.04003664589128575
ridge,1h,train,month,2023-09-30 00:00:00+00:00,-0.021292453823309465
ridge,1h,train,month,2023-10-31 00:00:00+00:00,0.18591767185314945
ridge,1h,train,month,2023-11-30 00:00:00+00:00,0.07616660507040174
ridge,1h,train,month,2023-12-31 00:00:00+00:00,0.048868186524038126
ridge,1h,train,quarter,2020-03-31 00:00:00+00:00,-0.029968425953809552
ridge,1h,train,quarter,2020-06-30 00:00:00+00:00,0.2030998383363627
ridge,1h,train,quarter,2020-09-30 00:00:00+00:00,0.18335228241974622
ridge,1h,train,quarter,2020-12-31 00:00:00+00:00,0.4369424182648525
ridge,1h,train,quarter,2021-03-31 00:00:00+00:00,0.403754304579943
ridge,1h,train,quarter,2021-06-30 00:00:00+00:00,0.04369022928577815
ridge,1h,train,quarter,2021-09-30 00:00:00+00:00,-0.0966794297980279
ridge,1h,train,quarter,2021-12-31 00:00:00+00:00,-0.009621800746000941
ridge,1h,train,quarter,2022-03-31 00:00:00+00:00,-0.1983469709037008
ridge,1h,train,quarter,2022-06-30 00:00:00+00:00,0.5881731211285395
ridge,1h,train,quarter,2022-09-30 00:00:00+00:00,-0.1745031447694173
ridge,1h,train,quarter,2022-12-31 00:00:00+00:00,-0.10694581283101079
ridge,1h,train,quarter,2023-03-31 00:00:00+00:00,0.029102426945165627
ridge,1h,train,quarter,2023-06-30 00:00:00+00:00,-0.019394949061291467
ridge,1h,train,quarter,2023-09-30 00:00:00+00:00,-0.029475370647062182
ridge,1h,train,quarter,2023-12-31 00:00:00+00:00,0.338612773268006
ridge,1h,train,year,2020-12-31 00:00:00+00:00,0.9844536376464166
ridge,1h,train,year,2021-12-31 00:00:00+00:00,0.3107072166514724
ridge,1h,train,year,2022-12-31 00:00:00+00:00,-0.06140656184041715
ridge,1h,train,year,2023-12-31 00:00:00+00:00,0.3110349041193816
ridge,1h,valid,month,2023-12-31 00:00:00+00:00,0.0065240449021950475
ridge,1h,valid,month,2024-01-31 00:00:00+00:00,-0.03168300380439959
ridge,1h,valid,month,2024-02-29 00:00:00+00:00,0.07833430277049058
ridge,1h,valid,month,2024-03-31 00:00:00+00:00,0.05166866628038336
ridge,1h,valid,month,2024-04-30 00:00:00+00:00,0.03362370627666378
ridge,1h,valid,month,2024-05-31 00:00:00+00:00,-0.0006178984011505628
ridge,1h,valid,month,2024-06-30 00:00:00+00:00,-0.0270758161364153
ridge,1h,valid,month,2024-07-31 00:00:00+00:00,-0.04948613455072037
ridge,1h,valid,month,2024-08-31 00:00:00+00:00,-0.0422100195134133
ridge,1h,valid,month,2024-09-30 00:00:00+00:00,-0.09091905167343894
ridge,1h,valid,month,2024-10-31 00:00:00+00:00,0.06465725871184147
ridge,1h,valid,month,2024-11-30 00:00:00+00:00,-0.07569280412508428
ridge,1h,valid,month,2024-12-31 00:00:00+00:00,-0.01055705079669822
ridge,1h,valid,month,2025-01-31 00:00:00+00:00,-0.06263212065702728
ridge,1h,valid,month,2025-02-28 00:00:00+00:00,-0.02238945795087477
ridge,1h,valid,month,2025-03-31 00:00:00+00:00,0.01637246086927191
ridge,1h,valid,quarter,2023-12-31 00:00:00+00:00,0.0065240449021950475
ridge,1h,valid,quarter,2024-03-31 00:00:00+00:00,0.09812027492484576
ridge,1h,valid,quarter,2024-06-30 00:00:00+00:00,0.005016119047363432
ridge,1h,valid,quarter,2024-09-30 00:00:00+00:00,-0.17237938035135802
ridge,1h,valid,quarter,2024-12-31 00:00:00+00:00,-0.026318515466896897
ridge,1h,valid,quarter,2025-03-31 00:00:00+00:00,-0.06861587188630747
ridge,1h,valid,year,2023-12-31 00:00:00+00:00,0.0065240449021950475
ridge,1h,valid,year,2024-12-31 00:00:00+00:00,-0.11065319070951907
ridge,1h,valid,year,2025-12-31 00:00:00+00:00,-0.06861587188630747
ridge,1h,test,month,2025-03-31 00:00:00+00:00,-0.019731779445049447
ridge,1h,test,month,2025-04-30 00:00:00+00:00,-0.07109229398498484
ridge,1h,test,month,2025-05-31 00:00:00+00:00,-0.06083905397352918
ridge,1h,test,month,2025-06-30 00:00:00+00:00,-0.05420096540632535
ridge,1h,test,month,2025-07-31 00:00:00+00:00,-0.040337960665467465
ridge,1h,test,month,2025-08-31 00:00:00+00:00,-0.02879006737251888
ridge,1h,test,month,2025-09-30 00:00:00+00:00,-0.020989213236367377
ridge,1h,test,month,2025-10-31 00:00:00+00:00,-0.07419070521395554
ridge,1h,test,month,2025-11-30 00:00:00+00:00,0.12973851672309933
ridge,1h,test,month,2025-12-31 00:00:00+00:00,-0.07527434603771377
ridge,1h,test,month,2026-01-31 00:00:00+00:00,0.06211363197838993
ridge,1h,test,month,2026-02-28 00:00:00+00:00,-0.07491603955058812
ridge,1h,test,month,2026-03-31 00:00:00+00:00,-0.047374208581995814
ridge,1h,test,month,2026-04-30 00:00:00+00:00,-0.04887594447685284
ridge,1h,test,month,2026-05-31 00:00:00+00:00,0.00071489950506054
ridge,1h,test,month,2026-06-30 00:00:00+00:00,0.043661412236364106
ridge,1h,test,quarter,2025-03-31 00:00:00+00:00,-0.019731779445049447
ridge,1h,test,quarter,2025-06-30 00:00:00+00:00,-0.17489074838760632
ridge,1h,test,quarter,2025-09-30 00:00:00+00:00,-0.08752934120571565
ridge,1h,test,quarter,2025-12-31 00:00:00+00:00,-0.03280870667099567
ridge,1h,test,quarter,2026-03-31 00:00:00+00:00,-0.06400297278634759
ridge,1h,test,quarter,2026-06-30 00:00:00+00:00,-0.006638878952558214
ridge,1h,test,year,2025-12-31 00:00:00+00:00,-0.2861817179618753
ridge,1h,test,year,2026-12-31 00:00:00+00:00,-0.07021694374997423
tree,1h,train,month,2020-03-31 00:00:00+00:00,0.0
tree,1h,train,month,2020-04-30 00:00:00+00:00,0.0
tree,1h,train,month,2020-05-31 00:00:00+00:00,0.0
tree,1h,train,month,2020-06-30 00:00:00+00:00,0.0
tree,1h,train,month,2020-07-31 00:00:00+00:00,0.0
tree,1h,train,month,2020-08-31 00:00:00+00:00,0.0
tree,1h,train,month,2020-09-30 00:00:00+00:00,0.0
tree,1h,train,month,2020-10-31 00:00:00+00:00,0.0
tree,1h,train,month,2020-11-30 00:00:00+00:00,0.0
tree,1h,train,month,2020-12-31 00:00:00+00:00,0.0
tree,1h,train,month,2021-01-31 00:00:00+00:00,0.03656528215662691
tree,1h,train,month,2021-02-28 00:00:00+00:00,0.0
tree,1h,train,month,2021-03-31 00:00:00+00:00,0.0
tree,1h,train,month,2021-04-30 00:00:00+00:00,0.0
tree,1h,train,month,2021-05-31 00:00:00+00:00,1.1285194463237205
tree,1h,train,month,2021-06-30 00:00:00+00:00,0.0
tree,1h,train,month,2021-07-31 00:00:00+00:00,0.0
tree,1h,train,month,2021-08-31 00:00:00+00:00,0.0
tree,1h,train,month,2021-09-30 00:00:00+00:00,0.0
tree,1h,train,month,2021-10-31 00:00:00+00:00,0.0
tree,1h,train,month,2021-11-30 00:00:00+00:00,0.0
tree,1h,train,month,2021-12-31 00:00:00+00:00,0.0
tree,1h,train,month,2022-01-31 00:00:00+00:00,0.0
tree,1h,train,month,2022-02-28 00:00:00+00:00,0.0
tree,1h,train,month,2022-03-31 00:00:00+00:00,0.0
tree,1h,train,month,2022-04-30 00:00:00+00:00,0.0
tree,1h,train,month,2022-05-31 00:00:00+00:00,-0.05155898471269316
tree,1h,train,month,2022-06-30 00:00:00+00:00,0.858889289131354
tree,1h,train,month,2022-07-31 00:00:00+00:00,0.0
tree,1h,train,month,2022-08-31 00:00:00+00:00,0.0
tree,1h,train,month,2022-09-30 00:00:00+00:00,0.0
tree,1h,train,month,2022-10-31 00:00:00+00:00,0.0
tree,1h,train,month,2022-11-30 00:00:00+00:00,0.047638052942422515
tree,1h,train,month,2022-12-31 00:00:00+00:00,0.0
tree,1h,train,month,2023-01-31 00:00:00+00:00,0.0
tree,1h,train,month,2023-02-28 00:00:00+00:00,0.0
tree,1h,train,month,2023-03-31 00:00:00+00:00,0.0
tree,1h,train,month,2023-04-30 00:00:00+00:00,0.0
tree,1h,train,month,2023-05-31 00:00:00+00:00,0.0
tree,1h,train,month,2023-06-30 00:00:00+00:00,0.0
tree,1h,train,month,2023-07-31 00:00:00+00:00,0.0
tree,1h,train,month,2023-08-31 00:00:00+00:00,0.0
tree,1h,train,month,2023-09-30 00:00:00+00:00,0.0
tree,1h,train,month,2023-10-31 00:00:00+00:00,0.0
tree,1h,train,month,2023-11-30 00:00:00+00:00,0.0
tree,1h,train,month,2023-12-31 00:00:00+00:00,0.0
tree,1h,train,quarter,2020-03-31 00:00:00+00:00,0.0
tree,1h,train,quarter,2020-06-30 00:00:00+00:00,0.0
tree,1h,train,quarter,2020-09-30 00:00:00+00:00,0.0
tree,1h,train,quarter,2020-12-31 00:00:00+00:00,0.0
tree,1h,train,quarter,2021-03-31 00:00:00+00:00,0.03656528215662691
tree,1h,train,quarter,2021-06-30 00:00:00+00:00,1.1285194463237205
tree,1h,train,quarter,2021-09-30 00:00:00+00:00,0.0
tree,1h,train,quarter,2021-12-31 00:00:00+00:00,0.0
tree,1h,train,quarter,2022-03-31 00:00:00+00:00,0.0
tree,1h,train,quarter,2022-06-30 00:00:00+00:00,0.7630468446904459
tree,1h,train,quarter,2022-09-30 00:00:00+00:00,0.0
tree,1h,train,quarter,2022-12-31 00:00:00+00:00,0.047638052942422515
tree,1h,train,quarter,2023-03-31 00:00:00+00:00,0.0
tree,1h,train,quarter,2023-06-30 00:00:00+00:00,0.0
tree,1h,train,quarter,2023-09-30 00:00:00+00:00,0.0
tree,1h,train,quarter,2023-12-31 00:00:00+00:00,0.0
tree,1h,train,year,2020-12-31 00:00:00+00:00,0.0
tree,1h,train,year,2021-12-31 00:00:00+00:00,1.2063493604544195
tree,1h,train,year,2022-12-31 00:00:00+00:00,0.8470349636177799
tree,1h,train,year,2023-12-31 00:00:00+00:00,0.0
tree,1h,valid,month,2023-12-31 00:00:00+00:00,0.0
tree,1h,valid,month,2024-01-31 00:00:00+00:00,0.0
tree,1h,valid,month,2024-02-29 00:00:00+00:00,0.0
tree,1h,valid,month,2024-03-31 00:00:00+00:00,0.0
tree,1h,valid,month,2024-04-30 00:00:00+00:00,0.0
tree,1h,valid,month,2024-05-31 00:00:00+00:00,0.0
tree,1h,valid,month,2024-06-30 00:00:00+00:00,0.0
tree,1h,valid,month,2024-07-31 00:00:00+00:00,0.0
tree,1h,valid,month,2024-08-31 00:00:00+00:00,-0.05419336304655431
tree,1h,valid,month,2024-09-30 00:00:00+00:00,0.0
tree,1h,valid,month,2024-10-31 00:00:00+00:00,0.0
tree,1h,valid,month,2024-11-30 00:00:00+00:00,0.0
tree,1h,valid,month,2024-12-31 00:00:00+00:00,0.0
tree,1h,valid,month,2025-01-31 00:00:00+00:00,0.0
tree,1h,valid,month,2025-02-28 00:00:00+00:00,0.0
tree,1h,valid,month,2025-03-31 00:00:00+00:00,0.0
tree,1h,valid,quarter,2023-12-31 00:00:00+00:00,0.0
tree,1h,valid,quarter,2024-03-31 00:00:00+00:00,0.0
tree,1h,valid,quarter,2024-06-30 00:00:00+00:00,0.0
tree,1h,valid,quarter,2024-09-30 00:00:00+00:00,-0.05419336304655431
tree,1h,valid,quarter,2024-12-31 00:00:00+00:00,0.0
tree,1h,valid,quarter,2025-03-31 00:00:00+00:00,0.0
tree,1h,valid,year,2023-12-31 00:00:00+00:00,0.0
tree,1h,valid,year,2024-12-31 00:00:00+00:00,-0.05419336304655431
tree,1h,valid,year,2025-12-31 00:00:00+00:00,0.0
tree,1h,test,month,2025-03-31 00:00:00+00:00,0.0
tree,1h,test,month,2025-04-30 00:00:00+00:00,0.0
tree,1h,test,month,2025-05-31 00:00:00+00:00,0.0
tree,1h,test,month,2025-06-30 00:00:00+00:00,0.0
tree,1h,test,month,2025-07-31 00:00:00+00:00,0.0
tree,1h,test,month,2025-08-31 00:00:00+00:00,0.0
tree,1h,test,month,2025-09-30 00:00:00+00:00,0.0
tree,1h,test,month,2025-10-31 00:00:00+00:00,0.0
tree,1h,test,month,2025-11-30 00:00:00+00:00,0.0
tree,1h,test,month,2025-12-31 00:00:00+00:00,0.0
tree,1h,test,month,2026-01-31 00:00:00+00:00,0.0
tree,1h,test,month,2026-02-28 00:00:00+00:00,-0.04132227712679537
tree,1h,test,month,2026-03-31 00:00:00+00:00,0.0
tree,1h,test,month,2026-04-30 00:00:00+00:00,0.0
tree,1h,test,month,2026-05-31 00:00:00+00:00,0.0
tree,1h,test,month,2026-06-30 00:00:00+00:00,0.0
tree,1h,test,quarter,2025-03-31 00:00:00+00:00,0.0
tree,1h,test,quarter,2025-06-30 00:00:00+00:00,0.0
tree,1h,test,quarter,2025-09-30 00:00:00+00:00,0.0
tree,1h,test,quarter,2025-12-31 00:00:00+00:00,0.0
tree,1h,test,quarter,2026-03-31 00:00:00+00:00,-0.04132227712679537
tree,1h,test,quarter,2026-06-30 00:00:00+00:00,0.0
tree,1h,test,year,2025-12-31 00:00:00+00:00,0.0
tree,1h,test,year,2026-12-31 00:00:00+00:00,-0.04132227712679537
equal_weight,1d,train,month,2020-03-31 00:00:00+00:00,-0.012440163190014397
equal_weight,1d,train,month,2020-04-30 00:00:00+00:00,0.008939131036392656
equal_weight,1d,train,month,2020-05-31 00:00:00+00:00,0.017734912933929037
equal_weight,1d,train,month,2020-06-30 00:00:00+00:00,-0.030404920277126157
equal_weight,1d,train,month,2020-07-31 00:00:00+00:00,0.09339741820312808
equal_weight,1d,train,month,2020-08-31 00:00:00+00:00,0.0033814714426863013
equal_weight,1d,train,month,2020-09-30 00:00:00+00:00,0.00630865778800338
equal_weight,1d,train,month,2020-10-31 00:00:00+00:00,0.06874634682633296
equal_weight,1d,train,month,2020-11-30 00:00:00+00:00,0.0751750172968495
equal_weight,1d,train,month,2020-12-31 00:00:00+00:00,0.309000032628455
equal_weight,1d,train,month,2021-01-31 00:00:00+00:00,0.04514727854397016
equal_weight,1d,train,month,2021-02-28 00:00:00+00:00,0.027215063186020183
equal_weight,1d,train,month,2021-03-31 00:00:00+00:00,0.03921930087839387
equal_weight,1d,train,month,2021-04-30 00:00:00+00:00,-0.03976014041132325
equal_weight,1d,train,month,2021-05-31 00:00:00+00:00,-0.16939804872346065
equal_weight,1d,train,month,2021-06-30 00:00:00+00:00,-0.13470828377929345
equal_weight,1d,train,month,2021-07-31 00:00:00+00:00,-0.0582569812000614
equal_weight,1d,train,month,2021-08-31 00:00:00+00:00,-0.07261994565623087
equal_weight,1d,train,month,2021-09-30 00:00:00+00:00,-0.07613738577248119
equal_weight,1d,train,month,2021-10-31 00:00:00+00:00,0.05437501558815616
equal_weight,1d,train,month,2021-11-30 00:00:00+00:00,0.07928848108892161
equal_weight,1d,train,month,2021-12-31 00:00:00+00:00,-0.00938388049846961
equal_weight,1d,train,month,2022-01-31 00:00:00+00:00,-0.06486502096046187
equal_weight,1d,train,month,2022-02-28 00:00:00+00:00,0.05138709510372563
equal_weight,1d,train,month,2022-03-31 00:00:00+00:00,0.013668236770685516
equal_weight,1d,train,month,2022-04-30 00:00:00+00:00,0.0603823669280783
equal_weight,1d,train,month,2022-05-31 00:00:00+00:00,-0.07515960958277013
equal_weight,1d,train,month,2022-06-30 00:00:00+00:00,0.08939446457866262
equal_weight,1d,train,month,2022-07-31 00:00:00+00:00,-0.1509468362595916
equal_weight,1d,train,month,2022-08-31 00:00:00+00:00,0.013196596180222953
equal_weight,1d,train,month,2022-09-30 00:00:00+00:00,-0.024031829844347707
equal_weight,1d,train,month,2022-10-31 00:00:00+00:00,-0.04315201449160122
equal_weight,1d,train,month,2022-11-30 00:00:00+00:00,0.044831680491119075
equal_weight,1d,train,month,2022-12-31 00:00:00+00:00,-0.0538670215334458
equal_weight,1d,train,month,2023-01-31 00:00:00+00:00,0.023051232595329818
equal_weight,1d,train,month,2023-02-28 00:00:00+00:00,0.07317573466790517
equal_weight,1d,train,month,2023-03-31 00:00:00+00:00,0.020743222082957313
equal_weight,1d,train,month,2023-04-30 00:00:00+00:00,-0.02195503167651791
equal_weight,1d,train,month,2023-05-31 00:00:00+00:00,-0.02787384272762161
equal_weight,1d,train,month,2023-06-30 00:00:00+00:00,-0.00871329221129813
equal_weight,1d,train,month,2023-07-31 00:00:00+00:00,-0.02847025794944613
equal_weight,1d,train,month,2023-08-31 00:00:00+00:00,0.059723375128057254
equal_weight,1d,train,month,2023-09-30 00:00:00+00:00,-0.040646740114792745
equal_weight,1d,train,month,2023-10-31 00:00:00+00:00,0.059435745783182226
equal_weight,1d,train,month,2023-11-30 00:00:00+00:00,-0.0038552398656426234
equal_weight,1d,train,month,2023-12-31 00:00:00+00:00,0.03332575579558861
equal_weight,1d,train,quarter,2020-03-31 00:00:00+00:00,-0.012440163190014397
equal_weight,1d,train,quarter,2020-06-30 00:00:00+00:00,-0.004388184011796414
equal_weight,1d,train,quarter,2020-09-30 00:00:00+00:00,0.10401590543690342
equal_weight,1d,train,quarter,2020-12-31 00:00:00+00:00,0.5041580253558551
equal_weight,1d,train,quarter,2021-03-31 00:00:00+00:00,0.11569651730662889
equal_weight,1d,train,quarter,2021-06-30 00:00:00+00:00,-0.30986314139865
equal_weight,1d,train,quarter,2021-09-30 00:00:00+00:00,-0.19314117500745998
equal_weight,1d,train,quarter,2021-12-31 00:00:00+00:00,0.12729618945364352
equal_weight,1d,train,quarter,2022-03-31 00:00:00+00:00,-0.0033726928773631926
equal_weight,1d,train,quarter,2022-06-30 00:00:00+00:00,0.06835220285430621
equal_weight,1d,train,quarter,2022-09-30 00:00:00+00:00,-0.16041579300472952
equal_weight,1d,train,quarter,2022-12-31 00:00:00+00:00,-0.054108201546236745
equal_weight,1d,train,quarter,2023-03-31 00:00:00+00:00,0.12068802705650139
equal_weight,1d,train,quarter,2023-06-30 00:00:00+00:00,-0.0575013542551811
equal_weight,1d,train,quarter,2023-09-30 00:00:00+00:00,-0.012295186889585419
equal_weight,1d,train,quarter,2023-12-31 00:00:00+00:00,0.09052174879150288
equal_weight,1d,train,year,2020-12-31 00:00:00+00:00,0.6327596413393235
equal_weight,1d,train,year,2021-12-31 00:00:00+00:00,-0.2996471625462419
equal_weight,1d,train,year,2022-12-31 00:00:00+00:00,-0.15442340627936035
equal_weight,1d,train,year,2023-12-31 00:00:00+00:00,0.13769793139998576
equal_weight,1d,valid,month,2023-12-31 00:00:00+00:00,0.0
equal_weight,1d,valid,month,2024-01-31 00:00:00+00:00,-0.05694304752426993
equal_weight,1d,valid,month,2024-02-29 00:00:00+00:00,0.0985708641467955
equal_weight,1d,valid,month,2024-03-31 00:00:00+00:00,-0.021534495525684982
equal_weight,1d,valid,month,2024-04-30 00:00:00+00:00,-0.05292753329950184
equal_weight,1d,valid,month,2024-05-31 00:00:00+00:00,0.005098153311264397
equal_weight,1d,valid,month,2024-06-30 00:00:00+00:00,0.018023440521387712
equal_weight,1d,valid,month,2024-07-31 00:00:00+00:00,0.008720741141456934
equal_weight,1d,valid,month,2024-08-31 00:00:00+00:00,-0.007088418314005529
equal_weight,1d,valid,month,2024-09-30 00:00:00+00:00,-0.05742314485985789
equal_weight,1d,valid,month,2024-10-31 00:00:00+00:00,0.019049383387798935
equal_weight,1d,valid,month,2024-11-30 00:00:00+00:00,0.06561172823523376
equal_weight,1d,valid,month,2024-12-31 00:00:00+00:00,-0.044722914310116546
equal_weight,1d,valid,month,2025-01-31 00:00:00+00:00,-0.004569253818442309
equal_weight,1d,valid,month,2025-02-28 00:00:00+00:00,0.00416397968819715
equal_weight,1d,valid,month,2025-03-31 00:00:00+00:00,0.003385062459559718
equal_weight,1d,valid,quarter,2023-12-31 00:00:00+00:00,0.0
equal_weight,1d,valid,quarter,2024-03-31 00:00:00+00:00,0.013704833181368059
equal_weight,1d,valid,quarter,2024-06-30 00:00:00+00:00,-0.030942685444634077
equal_weight,1d,valid,quarter,2024-09-30 00:00:00+00:00,-0.05594282171967979
equal_weight,1d,valid,quarter,2024-12-31 00:00:00+00:00,0.03734587112396626
equal_weight,1d,valid,quarter,2025-03-31 00:00:00+00:00,0.002959325765834464
equal_weight,1d,valid,year,2023-12-31 00:00:00+00:00,0.0
equal_weight,1d,valid,year,2024-12-31 00:00:00+00:00,-0.03798274295463622
equal_weight,1d,valid,year,2025-12-31 00:00:00+00:00,0.002959325765834464
equal_weight,1d,test,month,2025-03-31 00:00:00+00:00,0.0056689809446748285
equal_weight,1d,test,month,2025-04-30 00:00:00+00:00,0.043266954086651044
equal_weight,1d,test,month,2025-05-31 00:00:00+00:00,-0.01890722869666206
equal_weight,1d,test,month,2025-06-30 00:00:00+00:00,-0.012904229051544092
equal_weight,1d,test,month,2025-07-31 00:00:00+00:00,-0.018457553393225745
equal_weight,1d,test,month,2025-08-31 00:00:00+00:00,-0.000978506342042107
equal_weight,1d,test,month,2025-09-30 00:00:00+00:00,-0.017857482406732572
equal_weight,1d,test,month,2025-10-31 00:00:00+00:00,-0.006222007568940646
equal_weight,1d,test,month,2025-11-30 00:00:00+00:00,0.06558867526819401
equal_weight,1d,test,month,2025-12-31 00:00:00+00:00,-0.026050397208991827
equal_weight,1d,test,month,2026-01-31 00:00:00+00:00,0.1305026283652564
equal_weight,1d,test,month,2026-02-28 00:00:00+00:00,0.14236551227311334
equal_weight,1d,test,month,2026-03-31 00:00:00+00:00,-0.017734703891088
equal_weight,1d,test,month,2026-04-30 00:00:00+00:00,-0.031540154760617556
equal_weight,1d,test,month,2026-05-31 00:00:00+00:00,0.0011191129632650565
equal_weight,1d,test,month,2026-06-30 00:00:00+00:00,0.1058986434232112
equal_weight,1d,test,quarter,2025-03-31 00:00:00+00:00,0.0056689809446748285
equal_weight,1d,test,quarter,2025-06-30 00:00:00+00:00,0.010333651076792405
equal_weight,1d,test,quarter,2025-09-30 00:00:00+00:00,-0.036928724735175944
equal_weight,1d,test,quarter,2025-12-31 00:00:00+00:00,0.031372282972608634
equal_weight,1d,test,quarter,2026-03-31 00:00:00+00:00,0.2685437802441488
equal_weight,1d,test,quarter,2026-06-30 00:00:00+00:00,0.07221701966794214
equal_weight,1d,test,year,2025-12-31 00:00:00+00:00,0.009238382399048284
equal_weight,1d,test,year,2026-12-31 00:00:00+00:00,0.3601542313716848
ic_weight,1d,train,month,2020-03-31 00:00:00+00:00,0.0012150165235689236
ic_weight,1d,train,month,2020-04-30 00:00:00+00:00,-0.07548564316615303
ic_weight,1d,train,month,2020-05-31 00:00:00+00:00,-0.04768366479565056
ic_weight,1d,train,month,2020-06-30 00:00:00+00:00,-0.10141915418467107
ic_weight,1d,train,month,2020-07-31 00:00:00+00:00,0.051652469497986075
ic_weight,1d,train,month,2020-08-31 00:00:00+00:00,-0.012778861497224625
ic_weight,1d,train,month,2020-09-30 00:00:00+00:00,-0.016030631196201406
ic_weight,1d,train,month,2020-10-31 00:00:00+00:00,0.0962321147051246
ic_weight,1d,train,month,2020-11-30 00:00:00+00:00,0.025682547862481808
ic_weight,1d,train,month,2020-12-31 00:00:00+00:00,0.1024407047331306
ic_weight,1d,train,month,2021-01-31 00:00:00+00:00,0.05100605354239396
ic_weight,1d,train,month,2021-02-28 00:00:00+00:00,0.009087316533526568
ic_weight,1d,train,month,2021-03-31 00:00:00+00:00,-0.008926520847298502
ic_weight,1d,train,month,2021-04-30 00:00:00+00:00,-0.08248107923569081
ic_weight,1d,train,month,2021-05-31 00:00:00+00:00,-0.028657334730073702
ic_weight,1d,train,month,2021-06-30 00:00:00+00:00,-0.08608826262476155
ic_weight,1d,train,month,2021-07-31 00:00:00+00:00,-0.03158754384181017
ic_weight,1d,train,month,2021-08-31 00:00:00+00:00,-0.0010903899645493542
ic_weight,1d,train,month,2021-09-30 00:00:00+00:00,0.1283495788878124
ic_weight,1d,train,month,2021-10-31 00:00:00+00:00,0.0345522101230582
ic_weight,1d,train,month,2021-11-30 00:00:00+00:00,0.014268704774147434
ic_weight,1d,train,month,2021-12-31 00:00:00+00:00,0.12098073597634773
ic_weight,1d,train,month,2022-01-31 00:00:00+00:00,-0.005279091926508661
ic_weight,1d,train,month,2022-02-28 00:00:00+00:00,-0.026022952077389583
ic_weight,1d,train,month,2022-03-31 00:00:00+00:00,-0.012387805222751291
ic_weight,1d,train,month,2022-04-30 00:00:00+00:00,-0.017266393571597982
ic_weight,1d,train,month,2022-05-31 00:00:00+00:00,-0.01079008417225713
ic_weight,1d,train,month,2022-06-30 00:00:00+00:00,0.03444256497163556
ic_weight,1d,train,month,2022-07-31 00:00:00+00:00,-0.04654389842157236
ic_weight,1d,train,month,2022-08-31 00:00:00+00:00,0.06843855786021247
ic_weight,1d,train,month,2022-09-30 00:00:00+00:00,-0.05228127657272308
ic_weight,1d,train,month,2022-10-31 00:00:00+00:00,-0.049721675461084636
ic_weight,1d,train,month,2022-11-30 00:00:00+00:00,-0.07541034272196079
ic_weight,1d,train,month,2022-12-31 00:00:00+00:00,0.0
ic_weight,1d,train,month,2023-01-31 00:00:00+00:00,-0.02946157434625596
ic_weight,1d,train,month,2023-02-28 00:00:00+00:00,-0.00494603564599172
ic_weight,1d,train,month,2023-03-31 00:00:00+00:00,0.041743441397910974
ic_weight,1d,train,month,2023-04-30 00:00:00+00:00,0.0
ic_weight,1d,train,month,2023-05-31 00:00:00+00:00,0.0
ic_weight,1d,train,month,2023-06-30 00:00:00+00:00,-0.001456023664325068
